genes,reaction,Phase
SAT2,PTRCAT1,S
SC4MOL,C4STMO1r,S
SC4MOL,C4STMO2r,S
SC5DL,LSTO1r,S
SC5DL,LSTO2r,S
SCD,DESAT16_2,S
SCD,DESAT18_3,S
SCD,DESAT18_4,S
SCD,DESAT18_5,S
SCLY,SELCYSLY,S
SCLY,SELCYSLY2,S
SCP2,SCP21x,S
SCP2,SCP22x,S
SCP2,SCP2x,S
SCP2,SCP3x,S
SCP2,SCPx,S
SDHA,SUCD1m,S
SDHB,SUCD1m,S
SDHC,SUCD1m,S
SDS,SERHL,S
SDS,THRD_L,S
SEC11A,PLYSPSer,S
SEC11C,PLYSPSer,S
SEPHS1,SELNPS,S
SEPHS2,SELNPS,S
SETD7,LYSMTF1n,S
SETD7,LYSMTF2n,S
SETD7,LYSMTF3n,S
SETD8,LYSMTF1n,S
SETD8,LYSMTF2n,S
SETD8,LYSMTF3n,S
SETDB1,LYSMTF1n,S
SETDB1,LYSMTF2n,S
SETDB1,LYSMTF3n,S
SETDB2,LYSMTF1n,S
SETDB2,LYSMTF2n,S
SETDB2,LYSMTF3n,S
SGMS1,SMS,S
SGPL1,SGPL11r,S
SGPL1,SGPL12r,S
SGPP1,SBPP1er,S
SGPP1,SBPP3er,S
SGSH,HS1ly,S
SGSH,HS2ly,S
SGSH,HS3ly,S
SGSH,HS4ly,S
SHMT2,GHMT2rm,S
SHMT2,GHMT3m,S
SI,O16G1e,S
SI,O16G2e,S
SI,SUCRe,S
SLC10A1,CHOLATEt2,S
SLC10A1,ESTRONESt2,S
SLC10A1,GCHOLAt2,S
SLC10A1,TCHOLAt2,S
SLC10A2,CHOLATEt2,S
SLC10A2,GCHOLAt2,S
SLC10A2,TCHOLAt2,S
SLC12A1,NKCC2t,S
SLC12A1,NKCCt,S
SLC12A2,NKCC2t,S
SLC12A2,NKCCt,S
SLC12A3,NCCt,S
SLC12A4,KCC2t,S
SLC12A4,KCCt,S
SLC12A5,KCCt,S
SLC12A6,KCC2t,S
SLC12A6,KCCt,S
SLC12A7,KCC2t,S
SLC12A7,KCCt,S
SLC13A1,SELt4_3,S
SLC13A1,SO4t4_3,S
SLC13A1,TSULt4_3,S
SLC13A2,CITt4_2,S
SLC13A2,SUCCt4_2,S
SLC13A4,SO4t4_2,S
SLC13A5,CITt4_4,S
SLC14A1,UREAt,S
SLC14A2,UREAt,S
SLC15A2,CGLYt3(2),S
SLC16A1,2HBt2,S
SLC16A1,ACACt2,S
SLC16A1,ACACt2m,S
SLC16A1,ACETONEt2,S
SLC16A1,ACETONEt2m,S
SLC16A1,BTNt2,S
SLC16A1,BTNt2m,S
SLC16A1,BUTt2m,S
SLC16A1,BUTt2r,S
SLC16A1,D_LACt2,S
SLC16A1,D_LACtm,S
SLC16A1,L_LACt2r,S
SLC16A1,L_LACtm,S
SLC16A1,PYRt2m,S
SLC16A1,PYRt2p,S
SLC16A1,PYRt2r,S
SLC16A10,34DHPHEt,S
SLC16A10,PHEtec,S
SLC16A10,TRPt,S
SLC16A10,TYRt,S
SLC16A2,THYOXt2,S
SLC16A2,TRIODTHYt2,S
SLC16A3,2HBt2,S
SLC16A3,ACETONEt2,S
SLC16A3,D_LACt2,S
SLC16A3,L_LACt2r,S
SLC16A3,PYRt2r,S
SLC16A7,2HBt2,S
SLC16A7,ACACt2,S
SLC16A7,ACETONEt2,S
SLC16A7,D_LACt2,S
SLC16A7,L_LACt2r,S
SLC16A7,PYRt2p,S
SLC16A7,PYRt2r,S
SLC16A8,D_LACt2,S
SLC16A8,L_LACt2r,S
SLC17A1,PIt7ir,S
SLC17A2,PIt7ir,S
SLC17A3,PIt7ir,S
SLC17A4,PIt7ir,S
SLC17A5,ACNAMlt,S
SLC17A5,GLCURtly,S
SLC17A5,IDOURtly,S
SLC17A6,GLUVESSEC,S
SLC17A7,GLUVESSEC,S
SLC18A1,5HTRPVESSEC,S
SLC18A1,ADRNLPVESSEC,S
SLC18A1,DOPAVESSEC,S
SLC18A1,HISTAVESSEC,S
SLC18A1,NRPPHRVESSEC,S
SLC18A2,5HTRPVESSEC,S
SLC18A2,ADRNLPVESSEC,S
SLC18A2,DOPAVESSEC,S
SLC18A2,HISTAVESSEC,S
SLC18A2,NRPPHRVESSEC,S
SLC18A3,ACHVESSEC,S
SLC19A2,THMt3,S
SLC19A3,BTNt4i,S
SLC19A3,THMt3,S
SLC1A1,ASPDt6,S
SLC1A1,ASPt6,S
SLC1A1,GLUt6,S
SLC1A2,ASPDt6,S
SLC1A2,ASPt6,S
SLC1A2,GLUt6,S
SLC1A3,ASPDt6,S
SLC1A3,ASPt6,S
SLC1A3,GLUt6,S
SLC1A4,ALACYSNaEx,S
SLC1A4,ALASERNaEx,S
SLC1A4,ALATHRNaEx,S
SLC1A4,CYSALANaEx,S
SLC1A4,CYSSERNaEx,S
SLC1A4,CYSTHRNaEx,S
SLC1A4,SERALANaEx,S
SLC1A4,SERCYSNaEx,S
SLC1A4,SERTHRNaEx,S
SLC1A4,THRALANaEx,S
SLC1A4,THRCYSNaEx,S
SLC1A4,THRSERNaEx,S
SLC1A6,ASPDt6,S
SLC1A6,ASPt6,S
SLC1A6,GLUt6,S
SLC1A7,ASPDt6,S
SLC1A7,ASPt6,S
SLC1A7,GLUt6,S
SLC20A1,PIt8,S
SLC20A2,PIt8,S
SLC22A1,PROSTGE2t2,S
SLC22A1,PROSTGF2t,S
SLC22A1,SRTNtu,S
SLC22A3,DOPAtu,S
SLC22A3,HISTAtu,S
SLC22A3,NRPPHRtu,S
SLC22A4,CRNtHa,S
SLC22A4,CRNtuIR,S
SLC22A5,CHOLtu,S
SLC22A5,CRNt,S
SLC22A5,CRNtuNa,S
SLC22A5,LYSt4,S
SLC22A5,METt4,S
SLC24A1,NCKt,S
SLC24A1,NCNt,S
SLC24A2,NCKt,S
SLC24A2,NCNt,S
SLC24A3,NCKt,S
SLC25A1,CITtam,S
SLC25A1,CITtbm,S
SLC25A10,FUMSO3tm,S
SLC25A10,FUMSO4tm,S
SLC25A10,FUMTSULtm,S
SLC25A10,FUMtm,S
SLC25A10,MALSO3tm,S
SLC25A10,MALSO4tm,S
SLC25A10,MALTSULtm,S
SLC25A10,MALtm,S
SLC25A10,SUCCt2m,S
SLC25A11,AKGMALtm,S
SLC25A12,3SALAASPm,S
SLC25A12,ASPGLUm,S
SLC25A12,GLUt2m,S
SLC25A13,3SALAASPm,S
SLC25A13,ASPGLUm,S
SLC25A13,GLUt2m,S
SLC25A15,ARGtm,S
SLC25A15,CITRtm,S
SLC25A15,LYStm,S
SLC25A15,ORNt3m,S
SLC25A15,ORNt4m,S
SLC25A16,COAtm,S
SLC25A18,GLUt2m,S
SLC25A2,ARGtm,S
SLC25A2,CITRtm,S
SLC25A2,LYStm,S
SLC25A2,ORNt3m,S
SLC25A2,ORNt4m,S
SLC25A20,ACRNtm,S
SLC25A20,ADRNCRNt,S
SLC25A20,ARACHCRNt,S
SLC25A20,C160CRNt,S
SLC25A20,C161CRN2t,S
SLC25A20,C161CRNt,S
SLC25A20,C180CRNt,S
SLC25A20,C181CRNt,S
SLC25A20,CLPNDCRNt,S
SLC25A20,CRNtim,S
SLC25A20,DCSPTN1CRNt,S
SLC25A20,DLNLCGCRNt,S
SLC25A20,EICOSTETCRNt,S
SLC25A20,ELAIDCRNt,S
SLC25A20,HEXCCRNt,S
SLC25A20,HPDCACRNt,S
SLC25A20,LGNCCRNt,S
SLC25A20,LNELDCCRNt,S
SLC25A20,LNLCCRNt,S
SLC25A20,LNLNCACRNt,S
SLC25A20,LNLNCGCRNt,S
SLC25A20,NRVNCCRNt,S
SLC25A20,PTDCACRNt,S
SLC25A20,RTOTAL2CRNt,S
SLC25A20,RTOTAL3CRNt,S
SLC25A20,RTOTALCRNt,S
SLC25A20,STRDNCCRNt,S
SLC25A20,TETPENT3CRNt,S
SLC25A20,TETPENT6CRNt,S
SLC25A20,TETTET6CRNt,S
SLC25A20,TMNDNCCRNt,S
SLC25A20,TTDCRNt,S
SLC25A20,VACCCRNt,S
SLC25A21,2AMADPTm,S
SLC25A21,2OXOADPTm,S
SLC25A22,GLUt2m,S
SLC25A27,Htm,S
SLC25A4,ATPtm,S
SLC25A5,ATPtm,S
SLC25A6,ATPtm,S
SLC26A11,SO4HCOtex,S
SLC26A2,CLHCOtex,S
SLC26A2,OXAHCOtex,S
SLC26A2,SO4HCOtex,S
SLC26A3,CLHCOtex,S
SLC26A3,OXAHCOtex,S
SLC26A3,SO4HCOtex,S
SLC26A4,CLFORtex,S
SLC26A4,CLHCOtex,S
SLC26A4,CLI2tex,S
SLC27A2,FACOAL191,S
SLC27A2,FACOAL206,S
SLC27A2,FATP6t,S
SLC27A2,FATP7t,S
SLC27A2,FATP8t,S
SLC27A2,FATP9t,S
SLC27A2,VLCS2p,S
SLC27A2,VLCS2r,S
SLC27A2,VLCSp,S
SLC27A2,VLCSr,S
SLC27A3,FATP1t,S
SLC27A4,FATP1t,S
SLC27A5,FATP4t,S
SLC27A5,FATP5t,S
SLC27A5,FATP6t,S
SLC27A5,FATP7t,S
SLC27A5,FATP8t,S
SLC27A5,FATP9t,S
SLC28A2,ADNt4,S
SLC28A2,GSNt4,S
SLC28A2,INSt4,S
SLC28A2,URIt4,S
SLC28A3,ADNt4,S
SLC28A3,ADNt5,S
SLC28A3,CYTDt4,S
SLC28A3,CYTDt5,S
SLC28A3,GSNt4,S
SLC28A3,GSNt5,S
SLC28A3,INSt4,S
SLC28A3,INSt5,S
SLC28A3,THMDt4,S
SLC28A3,THMDt5,S
SLC28A3,URIt4,S
SLC28A3,URIt5,S
SLC29A1,ADNt,S
SLC29A1,ADNtm,S
SLC29A1,CYTDt,S
SLC29A1,CYTDtm,S
SLC29A1,GSNt,S
SLC29A1,GSNtm,S
SLC29A1,INSt,S
SLC29A1,INStm,S
SLC29A1,THYMDt1,S
SLC29A1,THYMDtm,S
SLC29A1,URIt,S
SLC29A1,Uritm,S
SLC29A2,ADEt,S
SLC29A2,ADNt,S
SLC29A2,CSNt,S
SLC29A2,CYTDt,S
SLC29A2,GSNt,S
SLC29A2,GUAt,S
SLC29A2,HYXNt,S
SLC29A2,INSt,S
SLC29A2,THYMDt1,S
SLC29A2,THYMt,S
SLC29A2,URAt,S
SLC29A2,URIt,S
SLC29A3,ADEtl,S
SLC29A3,ADNtl,S
SLC29A3,CYTDtl,S
SLC29A3,GSNtl,S
SLC29A3,HXANtl,S
SLC29A3,INStl,S
SLC29A3,THYMDtl,S
SLC29A3,Uritl,S
SLC2A1,DHAAt1r,S
SLC2A1,GALt1r,S
SLC2A1,GAMt1r,S
SLC2A1,GLCt1r,S
SLC2A1,GLCtg,S
SLC2A1,MANt1r,S
SLC2A10,GALt1r,S
SLC2A10,GLCt1r,S
SLC2A11,FRUt1r,S
SLC2A11,GLCt1r,S
SLC2A12,GLCt1r,S
SLC2A13,INSTt2r,S
SLC2A14,GLCt1r,S
SLC2A2,FRUt1r,S
SLC2A2,GALt1r,S
SLC2A2,GAMt1r,S
SLC2A2,GLCt1r,S
SLC2A2,MANt1r,S
SLC2A3,DHAAt1r,S
SLC2A3,GALt1r,S
SLC2A3,GLCt1r,S
SLC2A3,MALTt1r,S
SLC2A3,MANt1r,S
SLC2A3,XYLt,S
SLC2A4,DHAAt1r,S
SLC2A4,GAMt1r,S
SLC2A4,GLCt1r,S
SLC2A5,FRUt1r,S
SLC2A6,GLCt1r,S
SLC2A8,FRUt1r,S
SLC2A8,GALt1r,S
SLC2A8,GLCt1r,S
SLC32A1,BALAVECSEC,S
SLC32A1,GABAVESSEC,S
SLC32A1,GLYVESSEC,S
SLC33A1,ACCOAgt,S
SLC33A1,ACCOAtr,S
SLC33A1,GAO1,S
SLC33A1,GAO1g,S
SLC33A1,GAO2,S
SLC33A1,GAO2g,S
SLC34A1,PIt7,S
SLC34A2,PIt7,S
SLC34A3,PIt9,S
SLC35A1,CMPACNAtg,S
SLC35A2,UDPGALtg,S
SLC35A2,UGALNACtg,S
SLC35A3,UDPGLCtg,S
SLC35B2,PAPStg,S
SLC35B4,UDPGLCtg,S
SLC35B4,UDPXYLtg,S
SLC35C1,GDPFUCtg,S
SLC35D1,UDPGLCAter,S
SLC35D1,UGALNACter,S
SLC36A1,ABUTt2r,S
SLC36A1,ABUTt2rL,S
SLC36A1,ALAt2r,S
SLC36A1,ALAt2rL,S
SLC36A1,DALAt2r,S
SLC36A1,DALAt2rL,S
SLC36A1,GLYt2r,S
SLC36A1,GLYt2rL,S
SLC36A1,PRODt2r,S
SLC36A1,PRODt2rL,S
SLC36A1,PROt2r,S
SLC36A1,PROt2rL,S
SLC37A4,G6Pter,S
SLC38A1,ALAt4,S
SLC38A1,ASNt4,S
SLC38A1,GLNt4,S
SLC38A1,GLYt4,S
SLC38A1,LEUt4,S
SLC38A1,METt4,S
SLC38A1,PHEt4,S
SLC38A1,PROt4,S
SLC38A1,SERt4,S
SLC38A1,THRt4,S
SLC38A2,ALAt4,S
SLC38A2,ASNt4,S
SLC38A2,GLNt4,S
SLC38A2,GLYt4,S
SLC38A2,HISt4,S
SLC38A2,METt4,S
SLC38A2,PHEt4,S
SLC38A2,PROt4,S
SLC38A2,SERt4,S
SLC38A2,THRt4,S
SLC38A3,ALAtN1,S
SLC38A3,ASNtN1,S
SLC38A3,GLNtN1,S
SLC38A3,HIStN1,S
SLC38A4,ALAt4,S
SLC38A4,ARGtiDF,S
SLC38A4,ASNt4,S
SLC38A4,GLNt4,S
SLC38A4,GLYt4,S
SLC38A4,HIStiDF,S
SLC38A4,LEUt4,S
SLC38A4,LYStiDF,S
SLC38A4,PHEt4,S
SLC38A4,PROt4,S
SLC38A4,SERt4,S
SLC38A5,ALAtN1,S
SLC38A5,ASNtN1,S
SLC38A5,GLNtN1,S
SLC38A5,SERtN1,S
SLC3A1,AMY1e,S
SLC3A1,AMY2e,S
SLC3A1,CYSTSERex,S
SLC3A1,SERLYSNaex,S
SLC3A2,ALADGLNexR,S
SLC3A2,ALADGLYexR,S
SLC3A2,ALAGLNexR,S
SLC3A2,ALAGLYexR,S
SLC3A2,AMY1e,S
SLC3A2,AMY2e,S
SLC3A2,ARGLYSex,S
SLC3A2,CYSGLUexR,S
SLC3A2,CYSGLYex,S
SLC3A2,CYSGLYexR,S
SLC3A2,CYSTGLUex,S
SLC3A2,LEUt4,S
SLC3A2,METLEUex,S
SLC3A2,SERDGLNexR,S
SLC3A2,SERDGLYexR,S
SLC3A2,SERGLNexR,S
SLC3A2,SERGLYexR,S
SLC3A2,THRGLNexR,S
SLC3A2,THRGLYexR,S
SLC43A2,CYStec,S
SLC43A2,ILEtec,S
SLC43A2,LEUtec,S
SLC43A2,METtec,S
SLC43A2,PHEtec,S
SLC43A2,VALtec,S
SLC46A1,PHEMEt,S
SLC4A1,HCO3_CLt,S
SLC4A10,NAHCO3_HCLt,S
SLC4A2,HCO3_CLt,S
SLC4A4,2HCO3_NAt,S
SLC4A4,3HCO3_NAt,S
SLC4A7,HCO3_NAt,S
SLC4A8,NAHCO3_HCLt,S
SLC4A9,HCO3_CLt,S
SLC5A1,GALt2_2,S
SLC5A1,GALt4_2,S
SLC5A1,GLCt2_2,S
SLC5A1,GLCt4_2,S
SLC5A1,H2Ot,S
SLC5A1,NAt,S
SLC5A1,UREAt,S
SLC5A1,UREAt5,S
SLC5A10,GLCt4,S
SLC5A11,INSTt4_2,S
SLC5A12,GLCt4,S
SLC5A2,GLCt2r,S
SLC5A2,GLCt4,S
SLC5A3,GLCt4,S
SLC5A3,INSTt4,S
SLC5A3,NAt,S
SLC5A5,NAIt,S
SLC5A5,NAt,S
SLC5A5,UREAt,S
SLC5A6,BTNt3i,S
SLC5A6,LIPOti,S
SLC5A6,PNTOt5,S
SLC5A7,CHOLt4,S
SLC5A8,It,S
SLC5A9,FRUt4,S
SLC5A9,GALt4,S
SLC5A9,GLCt4,S
SLC5A9,MANt4,S
SLC6A1,ABUTt4(2)r,S
SLC6A11,ABUTt4(2)r,S
SLC6A12,ABUTt4(2)r,S
SLC6A12,GLYBt4(2)r,S
SLC6A13,ABUTt4(2)r,S
SLC6A14,ALAt4,S
SLC6A14,ARGt4,S
SLC6A14,ASNt4,S
SLC6A14,CYSt4,S
SLC6A14,GLNt4,S
SLC6A14,GLYt4,S
SLC6A14,HISt4,S
SLC6A14,ILEt4,S
SLC6A14,LEUt4,S
SLC6A14,LYSt4,S
SLC6A14,METt4,S
SLC6A14,PHEt4,S
SLC6A14,SERt4,S
SLC6A14,THRt4,S
SLC6A14,TRPt4,S
SLC6A14,TYRt4,S
SLC6A14,VALt4,S
SLC6A2,DOPAt4(2)r,S
SLC6A2,NRPPHRt4(2)r,S
SLC6A3,DOPAt4(2)r,S
SLC6A3,NRPPHRt4(2)r,S
SLC6A4,SRTNt6(2)r,S
SLC6A5,GLYt7(311)r,S
SLC6A6,TAURt4(2)r,S
SLC6A6,TAURtcx,S
SLC6A7,PROt4(2)r,S
SLC6A8,CREATt4(2)r,S
SLC7A1,ALAt4,S
SLC7A1,ARGtiDF,S
SLC7A1,HOMt4,S
SLC7A1,LEUt4,S
SLC7A1,LYStiDF,S
SLC7A1,ORNtiDF,S
SLC7A1,PHEt4,S
SLC7A10,ALADGLNexR,S
SLC7A10,ALADGLYexR,S
SLC7A10,ALAGLNexR,S
SLC7A10,ALAGLYexR,S
SLC7A10,CYSGLUexR,S
SLC7A10,CYSGLYexR,S
SLC7A10,SERDGLNexR,S
SLC7A10,SERDGLYexR,S
SLC7A10,SERGLNexR,S
SLC7A10,SERGLYexR,S
SLC7A10,THRGLNexR,S
SLC7A10,THRGLYexR,S
SLC7A11,CYSTGLUex,S
SLC7A2,ALAt4,S
SLC7A2,ARGtiDF,S
SLC7A2,HOMt4,S
SLC7A2,LEUt4,S
SLC7A2,LYStiDF,S
SLC7A2,ORNtiDF,S
SLC7A2,PHEt4,S
SLC7A3,ALAt4,S
SLC7A3,ARGtiDF,S
SLC7A3,HOMt4,S
SLC7A3,LEUt4,S
SLC7A3,LYStiDF,S
SLC7A3,ORNtiDF,S
SLC7A3,PHEt4,S
SLC7A5,METLEUex,S
SLC7A6,ARGLYSex,S
SLC7A7,SERLYSNaex,S
SLC7A9,AMY1e,S
SLC7A9,AMY2e,S
SLC7A9,CYSTSERex,S
SLC8A1,CAt7r,S
SLC8A2,CAt7r,S
SLC9A2,NAt3_1,S
SLC9A2,NAt5,S
SLC9A3,NAt3_1,S
SLC9A3,NAt5,S
SLC9A4,NAt3_1,S
SLC9A5,NAt3_1,S
SLC9A7,Kt3g,S
SLC9A7,NAt3_1g,S
SLC9A8,Kt3g,S
SLC9A8,NAt3_1g,S
SLCO1A2,CHOLATEt,S
SLCO1A2,DHEASt,S
SLCO1A2,ESTRADIOLGLCt,S
SLCO1A2,ESTRONESt,S
SLCO1A2,GCHOLAt,S
SLCO1A2,PROSTGE2t,S
SLCO1A2,TCHOLAt,S
SLCO1A2,THYOXt,S
SLCO1A2,TRIODTHYt,S
SLCO1B1,BILDGLCURt,S
SLCO1B1,BILGLCURt,S
SLCO1B1,BILIRUBt2,S
SLCO1B1,CHOLATEt,S
SLCO1B1,DHEASt,S
SLCO1B1,ESTRADIOLGLCt,S
SLCO1B1,ESTRONESt,S
SLCO1B1,GCHOLAt,S
SLCO1B1,LEUKTRC4t,S
SLCO1B1,TCHOLAt,S
SLCO1B1,THYOXt,S
SLCO1B1,TRIODTHYt,S
SLCO1B3,BILGLCURt,S
SLCO1B3,DHEASt,S
SLCO1B3,ESTRADIOLGLCt,S
SLCO1B3,ESTRONESt,S
SLCO1B3,GCHOLAt,S
SLCO1B3,LEUKTRC4t,S
SLCO1B3,TCHOLAt,S
SLCO1B3,TRIODTHYt,S
SLCO1C1,ESTRADIOLGLCt,S
SLCO1C1,ESTRONESt,S
SLCO1C1,THYOXt,S
SLCO1C1,TRIODTHYt,S
SLCO2A1,PROSTGD2t,S
SLCO2A1,PROSTGE1t,S
SLCO2A1,PROSTGE2t,S
SLCO2B1,DHEASt,S
SLCO2B1,ESTRONESt,S
SLCO3A1,ESTRONESt,S
SLCO3A1,PROSTGE2t,S
SLCO4A1,ESTRADIOLGLCt,S
SLCO4A1,ESTRONESt,S
SLCO4A1,PROSTGE2t,S
SLCO4A1,TCHOLAt,S
SLCO4A1,THYOXt,S
SLCO4A1,TRIODTHYt,S
SMS,SPRMS,S
SOAT1,SOAT11,S
SOAT1,SOAT11r,S
SOAT1,SOAT12,S
SOAT1,SOAT12r,S
SOD1,SPODM,S
SOD1,SPODMn,S
SOD1,SPODMx,S
SOD2,SPODMm,S
SOD3,SPODMe,S
SORD,SBTD_D2,S
SPCS1,PLYSPSer,S
SPCS2,PLYSPSer,S
SPCS3,PLYSPSer,S
SPHK2,SLCBK1,S
SPHK2,SPHK21c,S
SPR,SPR,S
SPR,SPRn,S
SPTLC1,SERPT,S
SPTLC2,SERPT,S
SQLE,SQLEr,S
SRD5A1,SR5AR2r,S
SRD5A1,SR5ARr,S
SRD5A2,SR5AR2r,S
SRD5A2,SR5ARr,S
SRM,SPMS,S
ST3GAL2,S23T2g,S
ST3GAL2,S23T4g,S
ST3GAL2,SIAT4Bg,S
ST3GAL2,ST3GAL21g,S
ST3GAL2,ST3GAL22g,S
ST3GAL2,ST3GAL23g,S
ST3GAL4,S23T2g,S
ST3GAL4,S23T4g,S
ST3GAL5,SIAT9g,S
ST3GAL6,ST3GAL61g,S
ST3GAL6,ST3GAL62g,S
ST6GALNAC1,NS26T2g,S
ST6GALNAC1,NS26Tg,S
ST6GALNAC2,ST6GALNAC21,S
ST6GALNAC2,ST6GALNAC22,S
ST6GALNAC2,ST6GALNAC23,S
ST6GALNAC2,ST6GALNAC24,S
ST6GALNAC2,ST6GALNAC25,S
ST6GALNAC2,ST6GALNAC26,S
ST6GALNAC2,ST6GALNAC27,S
ST6GALNAC2,ST6GALNAC28,S
ST6GALNAC5,ST6GALNAC31,S
ST6GALNAC6,ST6GALNAC31,S
ST6GALNAC6,ST6GALNAC61,S
ST6GALNAC6,ST6GALNAC62,S
ST8SIA1,ST8SIA11,S
ST8SIA1,ST8SIA12,S
ST8SIA5,ST8SIA51g,S
ST8SIA5,ST8SIA52g,S
ST8SIA5,ST8SIA53g,S
ST8SIA5,ST8SIA54g,S
ST8SIA5,ST8SIA55g,S
ST8SIA5,ST8SIA56g,S
STARD3,CHSTEROLt1,S
STS,STS1,S
STS,STS1r,S
STS,STS2,S
STS,STS2r,S
STS,STS3,S
STS,STS3r,S
STS,STS4,S
STS,STS4r,S
SUCLA2,ITCOALm,S
SUCLA2,MECOALm,S
SUCLA2,SUCOASm,S
SUCLG1,ITCOAL1m,S
SUCLG1,ITCOALm,S
SUCLG1,MECOALm,S
SUCLG1,MECOAS1m,S
SUCLG1,SUCOAS1m,S
SUCLG1,SUCOASm,S
SUCLG2,ITCOAL1m,S
SUCLG2,MECOAS1m,S
SUCLG2,SUCOAS1m,S
SULT1E1,DHEASULT,S
SULT1E1,ESTSULT,S
SULT2A1,5ADTSTSTERONESULT,S
SULT2A1,DHEASULT,S
SULT2A1,PRGNLONESULT,S
SULT2A1,TSTSTERONESULT,S
SUOX,SULFOX,S
SUV39H1,LYSMTF1n,S
SUV39H1,LYSMTF2n,S
SUV39H1,LYSMTF3n,S
SUV39H2,LYSMTF1n,S
SUV39H2,LYSMTF2n,S
SUV39H2,LYSMTF3n,S
SYNJ2,PI345P5P,S
SYNJ2,PI45P5P,S
TALDO1,TALA,S
TAT,PHETA1m,S
TAT,TYRTAm,S
TBXAS1,TXASr,S
TDO2,TRPO2,S
TGDS,TDPGDH,S
THNSL1,THRS,S
THTPA,THMTP,S
TK1,DURIK1,S
TK1,TMDK1,S
TK2,DURIK1,S
TK2,DURIK1m,S
TK2,TMDK1,S
TK2,TMDK1m,S
TKTL1,TKT1,S
TKTL1,TKT2,S
TKTL2,TKT1,S
TKTL2,TKT2,S
TM7SF2,C14STRr,S
TMEM54,PYK,S
TMLHE,TMLYSOX,S
TPH1,TRPHYDRO2,S
TPH2,TRPHYDRO2,S
TPI1,TPI,S
TPK1,TMDPK,S
TREH,TREHe,S
TST,CYANSTm,S
TSTA3,GFUCS,S
TXNRD3,TRDRm,S
TYMP,TMDPP,S
TYMS,TMDS,S
TYR,DOPACHRMISO,S
TYR,T4HCINNOX,S
TYR,TYRDOPO,S
TYR,TYRDOPO3,S
TYRP1,TYRASE,S
UAP1,UAGDP,S
UAP1L1,UAGDP,S
UCK1,CYTDK1,S
UCK1,URIK1,S
UCK2,CYTDK1,S
UCK2,URIK1,S
UCP1,Htm,S
UCP2,Htm,S
UEVLD,2HBO,S
UEVLD,GLXO1,S
UEVLD,LDH_L,S
UEVLD,MCLOR,S
UGCG,UGCG,S
UGDH,UDPGD,S
UGP1,GALU,S
UGT1A10,UGT1A1r,S
UGT1A10,UGT1A2r,S
UGT1A10,UGT1A3r,S
UGT1A10,UGT1A4r,S
UGT1A10,UGT1A5r,S
UGT1A10,UGT1A5r2,S
UGT1A10,UGT1A6r,S
UGT1A10,UGT1A7r,S
UGT1A10,UGT1A8r,S
UGT1A8,UGT1A10r,S
UGT1A8,UGT1A1r,S
UGT1A8,UGT1A2r,S
UGT1A8,UGT1A3r,S
UGT1A8,UGT1A4r,S
UGT1A8,UGT1A5r,S
UGT1A8,UGT1A5r2,S
UGT1A8,UGT1A6r,S
UGT1A8,UGT1A7r,S
UGT1A8,UGT1A8r,S
UGT2B17,UGT1A3r,S
UGT2B28,UGT1A3r,S
UGT2B28,UGT1A4r,S
UGT2B28,UGT1A8r,S
UGT2B28,UGT1A9r,S
UGT2B4,UGT1A8r,S
UGT2B7,UGT1A3r,S
UMPS,OMPDC,S
UMPS,ORPT,S
UPB1,BUP2,S
UPB1,UPPN,S
UPP2,DURIPP,S
UPP2,PYNP2r,S
UQCRB,CYOR_u10m,S
UQCRC1,CYOR_u10m,S
UQCRC2,CYOR_u10m,S
UQCRFS1,CYOR_u10m,S
UQCRH,CYOR_u10m,S
UQCRQ,CYOR_u10m,S
UROC1,URCN,S
UROD,UPPDC1,S
UROS,UPP3S,S
UST,S2T1g,S
UST,S2T2g,S
UST,S2T3g,S
UXS1,UDPGLDCg,S
VNN1,PNTEH,S
XDH,XANDp,S
XDH,XAO2x,S
XDH,XAOx,S
XYLB,XYLK,S
XYLT1,XYLTer,S
XYLT2,XYLTer,S
A4GALT,A4GALTc,G2
A4GALT,A4GALTg,G2
A4GNT,A4GNT1g,G2
A4GNT,A4GNT2g,G2
AACS,AACOAT,G2
AACS,ACS,G2
AACS,ACS2,G2
AADAC,EGMESTr,G2
AANAT,SRTNACT,G2
AASS,SACCD3m,G2
AASS,SACCD4m,G2
ABCA1,CHSTEROLt,G2
ABCA1,CHSTEROLtg,G2
ABCB11,CHOLATEt3,G2
ABCB11,GCHOLAt3,G2
ABCB11,TCHOLAt3,G2
ABCC4,CAMPt,G2
ABCC4,CGMPt,G2
ABCC4,ESTRADIOLGLCt2,G2
ABCC4,PROSTGE1t3,G2
ABCC4,PROSTGE2t3,G2
ABO,ABO1g,G2
ABO,ABO2g,G2
ABO,ABO3g,G2
ABO,ABO4g,G2
ABO,ABO5g,G2
ABO,ABO6g,G2
ABO,ABO7g,G2
ABO,ABO8g,G2
ABO,ABO9g,G2
ABP1,13DAMPPOX,G2
ABP1,42A12BOOX,G2
ABP1,HISTASE,G2
ABP1,MAOX,G2
ABP1,MHISOR,G2
ABP1,NMPTRCOX,G2
ABP1,PEAMNO,G2
ABP1,PTRCOX1,G2
ABP1,TRYPTAOX,G2
ACAA1,ACACT4p,G2
ACAA1,ACACT5p,G2
ACAA1,ACACT6p,G2
ACAA1,ACACT7p,G2
ACAA1,ACACT8p,G2
